drug,field,source_type,source_url,source_excerpt,extracted_by,reviewed_by,confidence
Berdazimer,applications[217424].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22BERDAZIMER%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='BERDAZIMER'","fetch_orange_book.py (openfda drug/orangebook.json, cycle-10 pass)",,1.0
Beremagene Geperpavec,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3ff07932-fac8-5b69-e063-6394a90a5cbe,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Dystrophic epidermolysis bullosa (DEB) is caused by mutation(s) in the COL7A1 gene, which results in reduced or absent levels of biologically active COL7. Upon topical application to the wounds, VYJUVEK can transduce both keratinocytes and fibroblasts. Following entry of VYJUVEK into the cells, the vector genome is deposited in the nucleus. Once in the nucleus, transcription of the encoded human COL7A1 is initiated. The resulting transcripts allow for production and secretion of COL7 by the cell in its mature form. These COL7 molecules arrange themselves into long, thin bundles that form anchoring fibrils. The anchoring fibrils hold the epidermis and dermis together and are essential for maintaining the integrity of the skin. Patients with autosomal dominant DEB (DDEB) have lower than normal functional anchoring fibrils, and patients with RDEB have no functional anchoring fibrils.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Beremagene Geperpavec,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:VYJUVEK&limit=1,"results[0] (VYJUVEK, BLA125774) has no boxed_warning key (checked, none present) -- openfda.substance_name is null for this drug (same pattern already documented for its mechanism_of_action lookup), so brand_name is the working query term",cycle-24 openFDA label re-check (fallback query term),,1.0
Beremagene Geperpavec,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""BEREMAGENE+GEPERPAVEC""&limit=1","openFDA drug/event.json aggregate: total_reports=1, serious=1, deaths=0","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Beremagene Geperpavec,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""BEREMAGENE GEPERPAVEC""","Computed by pulling every individual FAERS report matching this drug's own search_term (BEREMAGENE GEPERPAVEC) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 1/1 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Beremagene Geperpavec,purple_book,purple_book,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-August-data-download.csv,"Purple Book Monthly Historical Data Changes Report (August 2026 snapshot) CSV row: Krystal Biotech, Inc. | BLA 125774 | VYJUVEK | beremagene geperpavec-svdt | 351(a) | 5.0x10^9 PFU/mL | Gel | Topical | Single-Dose Vial | Rx | Licensed | 19-May-23 | Original | License 2301 | Product 001 | CBER | Orphan Exclusivity Exp. Date 12-Sep-32. Fetched via accessdata.fda.gov's monthly CSV with a browser User-Agent header (bypasses the Akamai block on purplebooksearch.fda.gov's live search UI, which this drug's parser normally uses -- see AGENTS.md); 0 biosimilar(s) on file (novel gene-therapy product).","fetch_purple_book.py (accessdata.fda.gov monthly CSV, cycle-5 fallback pass -- live search UI genuinely blocked, see AGENTS.md)",,1.0
Beremagene Geperpavec,applications[125774].regulatory_application,purple_book,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-August-data-download.csv,"Purple Book Monthly Historical Data Changes Report (August 2026 snapshot) CSV row: Krystal Biotech, Inc. | BLA 125774 | VYJUVEK | beremagene geperpavec-svdt | 351(a) | Licensed | 19-May-23 | License 2301 | Product 001 | CBER | Orphan Exclusivity Exp. Date 12-Sep-32",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Beremagene Geperpavec,applications[125774].orange_book,needs_extraction,,,,,
Bimekizumab,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37b310bd-f6a0-9d4e-e063-6294a90a889d,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Bimekizumab-bkzx is a humanized immunoglobulin IgG1/ κ monoclonal antibody with two identical antigen binding regions that selectively bind to human interleukin 17A (IL-17A), interleukin 17F (IL-17F), and interleukin 17-AF cytokines, and inhibits their interaction with the IL-17 receptor complex. IL-17A and IL-17F are naturally occurring cytokines that are involved in normal inflammatory and immune responses. Bimekizumab-bkzx inhibits the release of proinflammatory cytokines and chemokines.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Bimekizumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:BIMEKIZUMAB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Bimekizumab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""BIMEKIZUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=4062, serious=3865, deaths=57","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Bimekizumab,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""BIMEKIZUMAB""","Computed by pulling every individual FAERS report matching this drug's own search_term (BIMEKIZUMAB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 4062/4062 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Bimekizumab,purple_book,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table, BLA 761151 (Bimzelx), 0 biosimilar(s) on file","fetch_purple_book.py (purplebooksearch.fda.gov live search table, raw staging pass)",,1.0
Bimekizumab,applications[761151].regulatory_application,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table: BLA 761151 | Bimzelx | bimekizumab-bkzx | 351(a) | UCB, Inc. | first approved 2023-10-17",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Bimekizumab,applications[761151].orange_book,needs_extraction,,,,,
Birch Triterpenes,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=14e5440b-aa04-4c95-92f6-c7f1ed9f7252,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action The mechanism of action of FILSUVEZ in the treatment of wounds associated with epidermolysis bullosa is unknown.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Birch Triterpenes,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:%22BIRCH%20TRITERPENES%22&limit=1,"results[0] (FILSUVEZ, NDA215064) has no boxed_warning key (checked, none present)",cycle-24 openFDA label re-check (fallback query term),,1.0
Birch Triterpenes,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""FILSUVEZ""&limit=1","openFDA drug/event.json aggregate under brand name FILSUVEZ (generic BIRCH TRITERPENES returns a false NOT_FOUND -- reports are filed under the brand): total_reports=209, serious=50, deaths=13","fetch_faers.py (openfda drug/event.json, cycle-10 correction pass, brand-name fallback)",,1.0
Birch Triterpenes,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""FILSUVEZ""","Computed by pulling every individual FAERS report matching this drug's own search_term (FILSUVEZ) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 209/209 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Birch Triterpenes,purple_book,needs_extraction,,,,,
Birch Triterpenes,applications[215064].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: products.active_ingredients.name=BIRCH TRITERPENES, application_number N215064, brand_name FILSUVEZ, applicant_full_name CHIESI FARMACEUTICI SPA, approval_date 2023-12-18",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Birch Triterpenes,applications[215064].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22BIRCH%20TRITERPENES%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='BIRCH TRITERPENES'","fetch_orange_book.py (openfda drug/orangebook.json, v2 pass)",,1.0
Brodalumab,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fbd9beb-42b9-4360-8363-71f8f0c5a52e,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Brodalumab is a human monoclonal IgG2 antibody that selectively binds to human IL-17RA and inhibits its interactions with cytokines IL-17A, IL-17F, IL-17C, IL-17A/F heterodimer, and IL-25. IL-17RA is a protein expressed on the cell surface and is a required component of receptor complexes utilized by multiple IL-17 family cytokines. Blocking IL-17RA inhibits IL-17 cytokine-induced responses including the release of pro-inflammatory cytokines and chemokines.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Brodalumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:BRODALUMAB&limit=1,"results[0].boxed_warning -- v1 extracted text: WARNING: SUICIDAL IDEATION AND BEHAVIOR Suicidal ideation and behavior, including completed suicides, have occurred in patients treated with SILIQ. Prior to prescribing SILIQ, weigh the potential risks and benefits in patients with a history of depression and/or suicidal ideation or behavior. Patients with new or worsening suicidal ideation and behavior should be referred to a mental health professional, as appropriate. Advise patients and caregivers to seek medical attention for manifestations of suicidal ideation or behavior, new onset or worsening depression, anxiety, or other mood changes [see Warnings and Precautions ( 5.1 )]. Because of the observed suicidal behavior in subjects treated with SILIQ, SILIQ is available only through a restricted program under a Risk Evaluation and Mitigation Strategy (REMS) called the SILIQ REMS Program [see Warnings and Precautions ( 5.2 )]. WARNING: SUICIDAL IDEATION AND BEHAVIOR See full prescribing information for complete boxed warning. • Suicidal ideation and behavior, including completed suicides, have occurred in patients treated with SILIQ. ( 5.1 , 6.1 ) • Prior to prescribing, weigh potential risks and benefits in patients with a history of depression and/or suicidal ideation or behavior. ( 5.1 ) • Patients with new or worsening suicidal thoughts and behavior should be referred to a mental health professional, as appropriate. ( 5.1 ) • Advise patients and caregivers to seek medical attention for manifestations of suicidal ideation or behavior, new onset or worsening depression, anxiety, or other mood changes. ( 5.1 ) • SILIQ is available only through a restricted program called the SILIQ REMS Program. ( 5.2 )","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
